sentiment,review_body,product_category
1,I originally ordered the white in this cami  but after receiving was absolutely obsessed with it! i ordered the 2 other colors. the fabric is so soft and the buttons are perfect as i just had a baby and will need easy access for nursing. love this cami!,Lounge
1,I love this romper! i wear it as lounge wear around the house and to bed. it shows a bit more skin than i'd be comfortable showing in public but perfect for around the house. i'm usually a medium but it hung on me weird so i sized down and it's absolutely perfect!  love the color  the fabric and how it falls just right and the ultra softness is heavenly.,Lounge
1,This dress fits wonderfully. i can wear it causally or dress it up if i want to. great deal as well.,Lounge
1,I have this dress on today in white and i am coming back to buy the second color even though pink is not my favorite. great comfy  casual dress that pairs well with a variety of shoes and jewelry to dress it up. highly recommend for summer!,Lounge
1,I love most pure and good clothing pieces  mostly because the fit and fabric are comfy and made of good quality materials. this tunic does deliver on both counts  but i is very  very long and straight up and down. fyi: i have a boyish figure  having no waist/hips. i have a broad shoulder/back  so the cowl neckline coupled with the very long and straight tunic doesn't really flatter my body. it would be okay for just haging around the house  but i wouldn't feel comfortable wearing this tunic out,Lounge
1,"The pattern ""camouflages"" my curvy figure :-) . the fabric is very soft  great for lounging. i wish the fabric offered a little more support though for working out.",Lounge
1,Loved these beach pants! i purchased the size medium in the coral. i loved the accents on the ties and the little pom pom details. i did get many compliments on them. the only thing i don't love about them is the material is very thin. i know they are beach pants but i personally would have liked slightly more weight to them. i wore them once with a pair of cropped leggings underneath and i thought it was a very cute way to wear them with some additional substance underneath.,Lounge
1,"This chemise is very pretty in person. when i tried it on  i was surprised to find that it looks more like a sundress than a chemise. the material is kind of thin  but if you wear a nude colored bra underneath it  it won't show. it looked super cute with a denim jacket on. i took my normal size s and it fits perfectly (for reference  i am 5'2""  34b  120lbs). i am very happy with this purchase  and i can't wear it as a chemise  a coverup  or a hot day sundress. highly recommended!",Lounge
1,This dress is perfect for weekend errands or i could see dressing it up as well. the material is a heavier weight  will not wrinkle and the pockets are an added bonus. i purchased the small in this dress and it is perfect. for reference: 32d  27  35,Lounge
-1,"I totally agree with the last reviewer. i'm 5'2"" 115 pounds with somewhat wide shoulders. the x-small fit my torso but was so tight in my shoulders i couldn't move my arms. the small was better but was too big in the torso. the material itself was really nice. too bad the fit was so awkward and unflattering.",Outerwear
-1,Unfortunately  does not look anything like in the picture. looks like an oversized house robe. i expected much more but was disappointed. i am definitely returning it.,Outerwear
-1,"I was looking for a really warm  but stylish coat that i could wear when the weather is frigid as it sometimes gets here in the dc area. i tried on a size small  which is my usual coat size. while the coat fit  it was not flattering. for reference i am 5'9"" 128 pounds and usually wear a small/xsmall in retailer tops. in this coat i looked like a linebacker with pads on. the front material is doubled  which makes you look like you have a large protruding stomach. the shoulders are bulky and",Outerwear
-1,Agree with other reviewer that this is massive even for a cape. unflattering overall. i normally wear a size 2 of 4 and bought this in an xs and two of me can easily fit into this with room to spare. unlined and it itches!,Outerwear
-1,I loved how this looked on the model  however  once i tried on in store  i was greatly disappointed. i usually wear a meduim and the small and extra-small were huge on me. there was so much extra material that i was swimming in this. i had such high hopes for this. there were no petite sizes to try on in the store but i am not sure it would have helped.,Outerwear
-1,Ordered a size medium as i usually take a medium in retailer coats- the wool is wonderful however the stripped bands are sewn into the fabric which add to the weight. the coat has an odd shape - not a line or straight. the medium was large on me. the bottom edges of the coat did not line up when buttoned and there was no inside hook or button to help even out the bottom edges. sadly this coat will be returned.,Outerwear
-1,It's a cute topper. it fits nicely through the shoulders and arms  and because of the a-line  through the bottom. but the chest is 3 sizes too small and i don't have a big chest. the fabric is very scratchy  and mine arrived unbuttoned and unzipped  and i suspect it had been worn.  going back. not tracy reese's best piece.,Outerwear
-1,I love the colors and style of this poncho  however  the fabric is a total miss.  it is so scratchy  i developed a serious rash within the first 1/2 hour of wering it. also  unfortunately  the fabric is not woven tightly  so the poncho does not keep you warm  the wind whips right through it. it is disappointing that while the styles of retailer have remained top  the quality of their clothing has steadly gone down the hill. i hope retailer will put more effort in bringing the quality back.,Outerwear
-1,Darling jacket/coat  similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one  but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.,Outerwear
0,I was so excited for this coat when i saw it in the catalog  but disappointed when it got to stores. the faux fur pictured both here and in the catalog looked much more of a burnt red brown color than the straight up maroon that it actually is in store. i'd say it even looks a bit purple. the nice thing is that it is detachable and you can replace it with something else if you really don't like the color. i have decided to buy it anyways because the fit of the coat is lovely and simply stunning.,Outerwear
0,It seems this coat could have been manufactured under a smaller spec size because the size large looses shape and where it hits on the waistline is unflattering. quality is high however,Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
0,I wore this coat one day and the buttons started falling off. it stretched so much. i'm going to beg my local store to take back. it shouldn't fall apart like that. it's super duper cozy though.,Outerwear
0,I loved this when i saw it arrive in the mail. as soon as i put it on though  i was drowning in it. i know its a cape and it is suppose to be large but it was so big i had to return it. i still really like it and wish it would have worked. i am 5'5  athletic/slim figure just for reference.,Outerwear
0,"This is a beautiful coat nicely constructed and very warm. it was just too bulky for me and i looked 10 lbs heavier in it. i am 5'7"" and 140 lbs. maybe it would be better suited to a more slender frame.",Outerwear
0,I just loved this when i saw it in store. beautiful fabric  lovely color. i ordered a small petite because petite xs was sold out. i imagine it might be a little better if it were a size smaller  but there is sooo much fabric in the pleated bottom  unless you are blessed with exceptionally long legs  it might end up looking like a witches coat. at least that is what i was told by my daughter.,Outerwear
0,I love the pattern on this jacket and enjoy the bell shape. a fun jacket to through on and add quick style to a skinny pants.,Outerwear
0,"I'm all over this trend  but this vest is quite thick/poufy  and on me i feel like it triangles out and all you see is furball. i love it - but i think you need some height for this to look its best. on me  a sweater vest would perhaps be better. i am chesty. but i cant decide. its really cute! if you're taller than 5'4"" don't hesitate.",Outerwear
1,This is a beautiful  well made jacket. also  it's very cozy and warm. unfortunately for me  it was too short and wide. i ordered the petite  but it was still too wide which also made it look too short. not flattering for my small frame.,Outerwear
1,I can't wait for it to get colder so i can wear this out. love the ochre color paired with the maroon faux fur lapel. i especially love the detail at the pocket edges. very well made. the faux fur is luxuriously soft and removable. this will go great with denim and long skirts. the wool is a bit stiff in my opinion but that's okay. this will make a great addition to your autumn and winter closet. most of my outerwear are blacks or dark blues or dark greys so it's nice to be able to wear a bit of,Outerwear
1,"This coat is so stylish and actually reminded my daughter of the ""madeline"" stories. she just got her first paid internship in the city  so i am buying this beautiful red coat for her to celebrate. after all  a girl has to make a good first impression...",Outerwear
1,This jacket is phenomenal. the color is gorgeous in person. the brown has a unique shimmer to it that just makes it feminine and special. it's also very warm and comfortable. like some other reviewers said  it looked great zipped as well as unzipped. this is a really special find and great addition! if you're considering this jacket i say go for it. for reference  i actually love the fit and thought it was tts  though i am a 32c and got this in a small so perhaps that's only the case for c cup a,Outerwear
1,This is such a unique piece and could be dressed up or down. i can see myself wearing this with skinny jeans and a tee and adding a statement necklace or wearing over a dress. i tend to get hot so i like how light weight this is even though it is lined. it is of excellent quality but may run slightly small (or at least smaller than other items i have purchased through retailer). the drape is extremely flattering and i think that would be true for every figure. my favorite feature is the oversized,Outerwear
1,"I ordered this coat as it was on sale but it was so nice it would have been worth full price. i am 5 feet 1"" and 110 pounds - i ordered a 4 petite as i like jackets a little larger for a sweater underneath but i could have used the 2 petite as well. this coat is heavy - so also very warm. it is a little shorter than on the model. the colors are more vivid the blue is a denim wash blue not navy blue - it fits fabulously and the quality is great. i wore it to dinner with a navy turtleneck and must",Outerwear
1,I saw this initially in the store and thought it was nice but did not purchase because i thought the price was too high.  i saw it again and it was on sale but the store had sold out of my size.  i checked online and my size was available so i ordered.  i was afraid this cape would be to long and make me look frumpy but it wasn't and i didn't.  it looked great. i tie the belt a little higher than the model to make me look taller.   i can't wait to wear it on cool fall days.,Outerwear
1,I've been stalking this beauty since it came out and when i saw it went on sale with an extra percent off code i knew i had to purchase. well worth the price i paid  a bit steep at full price.     i went with a size medium- i usually take a small/2-4 in retailer tops and these days i'm around a 32c. i'm also tall with long arms. the design is very forgiving with the cropped sleeve and non-closing front so you have some wiggle room. it fits me like it was custom made.     the material is a lightwei,Outerwear
1,To my surprise these vest came with sleeves but only can zip up halfway so that armpit will show and it looks like the jacket is ripped at the armpit area! why? that's a good question! it does run very small.i'm 5 feet tall and weighs 115 pounds luckily the only one left is size l so i ordered and it fits perfectly!,Outerwear
-1,Too small... too flare... nice thick fabric. not my favorite pant.,Pants
-1,I recommend this product  but with the following reservations.     the dye from the product colors my skin every time i wear this outfit. i love the fit and make of the jumper  but i hate that my skin looks blue by the end of the day. this is still happening after several washes  which makes me feel disappointed. it will dye your undergarments so choose wisely.,Pants
-1,I purchased these pants on 12/2/15 as a more fashionable alternative to yoga pants while traveling southeast asia starting february. after about 10-15 wears (with little washing in between as i was backpacker style traveling) the pants wore through in between my legs. the fabric first started to develop little fuzz balls everywhere and then literally disintegrated in places. i tried to sew them to continue wearing them while traveling but alas the fabric had become so thin that the thread could,Pants
-1,Bought the gold pair and dripped something on them so spot cleaned them with water only. my white washcloth turned bright yellow. the food came out but surrounding area was super faded. so i returned them  took the second pair home  wore them a few times  they stretched out so much  washed them in cold water and they have splotches that are really light. these pants are way too much trouble.,Pants
-1,As soon as i pulled these pants from their packaging  i feel in love with them. the fabric was so soft - i could not wait to get them on...yeah  that was not going to happen! i could not pull them on - not even a little bit! these pants run incredibly small. i ordered them twice: once in my regular size  and again in a larger size. unfortunately  i am sized out of these beauties.,Pants
-1,Fabric much heavier than looks in picture. also nothing mentioned in the description. great color and fit but i live in florida.,Pants
-1,I'm so bummed! i absolutely loved the pair of these i bought in the bronze color great fit  great color  so comfortable! however  i just washed them and could tell right away when i laid them flat to dry that they had lost color in areas where they had wrinkled in the wash machine. so  now they have strange lighter lines running along them. not acceptable.     i will say that the two lighter colors may not have this issue. for reference  see my stats. i bought a 26.,Pants
-1,I wore these pants to work and they fit and looked great! however the first time i put them through the wash they became all discolored and are completely stained and now are unwearable. very disappointing. did not spend that much money to wear a pair of pants once.,Pants
-1,Saw this online and went in to try on. fit great and is true to size  but i should have known there would be issues as three out of six on the rack had the sewn in tags were all but hanging by a thread. i bought this for my bachelorette weekend in napa and when i put this on i noticed the straps had a few threads coming out and i thought  better get this to the seamstress as soon as i get home to secure the straps. well  literally five minutes into the car ride to the wineries i noticed the seam,Pants
0,"I finally ordered this at this incredible mark downed price...but i see why. it is cute  but serious size issues  i have a bust but smaller everywhere else but i did order up because of it being a jumpsuit...i would have needed 6"" more to even zip the top part! i have many trendy jumpsuits in my closet and this is a first! if you are flat chested you may want to try at this great price as it would be a great piece for sitting by the fireside next fall/winter...never too soon to plan ahead!",Pants
0,Love these pants. ordered in petite . love style  great fit but so long .   keeping but have to get hemmed 2 1/2 inches.   decided to order the black & green as well.,Pants
0,These pants are so adorable and fit perfectly (long enough even on my 5'10 frame) but i was forced to return because the white color is completely see through  even with nude panties. you can still clearly see them. so disappointed.,Pants
0,This is an adorable piece but the fit is a gamble. the crotch hung way too low for comfort on these so since i got a great sale price  i had them altered. i haven't worn them yet but i'm sure i'll get compliments when i do. so if you want to take chance on the fit and/or alter them  go for it!,Pants
0,Unfortunately i had to size down twice with there pants. great feel  they're soft and the grey is a soft color.,Pants
0,Loved the shorts version of these so ordered the pants but not quite the right fit for my legs. no fault of the pants just too skinny in the legs.,Pants
0,"Bought a pair of the gray and loved them  but after i washed them i saw the color was distorted as if bleach from a previous wash was still in the machine.     so i ordered a second pair this one in green - same thing happened after i washed it. looked at instructions (finally!) and it says to wash in cold water - i washed in warm. could that be the problem?     anyway - now they both look like there's discoloration and not a ""washed look"" that's on purpose.     i'll still wear them  but an expe",Pants
0,Other reviews are correct. but this has potential to look as good as on the model - structure and quality of the cotton are very flattering. makes legs look miles long. however this fits very tight  allows no room for extra tummy  hips  booty  or thighs. i ordered a s (i'm usually a 4) - was able to get it on (step into it from the top)  but felt a little self conscious about how tight the fit was. if there was an m  would have definitely sized up  as i really liked the look.,Pants
0,This would be perfect if only it were lined!!!! i have a high waist and hourglass shape so jumpers are very hard to find that fit my body type. this is a perfect fit for my body shape and when on  it looks like a lovely dress. however  it is not lined and the material is very light and ivory so you see everything. you can't wear a slip so that leaves the option of some sort of bodysuit if you don't want to show the world what you have. i am very tired of all of the light colored clothing not bei,Pants
1,These are really great fitting pants. they are perfect for work. i noticed a little stretch throughout the day but just the perfect amount. the only draw back is that after wearing them once  i noticed a 6 inch opening at the seam of the back leg. i had to get the tailor to fix them. they need to work on the seams in the future.,Pants
1,I have these pants in the brown & red colors  and i love them both equally! they are stretchy  and stretch out a very little bit as you wear them  but retain their shape & neatness.,Pants
1,"These culottes are fun. i bought the neutral color with the black stripes in xs. in my opinion  they run big. i am usually a small (4-6)  31"" waist  38"" hips. pleats at the hip and low waist area are not always my friend  but with a longer tank or shirt  they looked fine. the fabric moves in a graceful way and these culottes can be dressed up or down. so far  wrinkling isn't a huge problem but we'll see. i am 5' 9"" tall and these fall about the same place on the model--mid calf. they looked grea",Pants
1,I have the blue version. i love the bold  pop art pattern. the colors are strong but neutral enough to pair with a myriad of different options for the top.,Pants
1,These looked so fun  i had to have them! i usually wear a 14 in pants  but the large fit well. despite a lack of thigh gap and walking in these all night  i didn't lose a single sequin. they're comfortable and get a ton of compliments. if you're considering them  i definitely recommend going for it!,Pants
1,I skipped over these when they first cme in store  but it was reccomended to me to try them on. so i did  and i loved them  they look like a skirt which is amazing but you won't be worrying on those breezy days ;) they run very big!!!! i'm usually a 26/27 or 2/4 in pants and i got the xs and feel like i could have even sized down but that's the smallest size carried in store. i got them in the green because i felt that the color went more with the casual feel of the pant. if you are interested i,Pants
1,These pants are simply darling! i purchased them with my birthday discount (thank you  retailer!) and even without a discount i think they are worth every penny. flattering  and the most important feature of any pant  makes my butt look good. don't hesitate  buy these today before they are out of stock.     the fit is true to size and the material is of excellent quality.,Pants
1,Super cute and comfy. bottom of the legs have about a 8in slit that is not shown in pictures. also the hem came unraveled after the first wear. worth the money on sale! received many compliments. not see through!,Pants
1,Love these! i call them my work overalls because thats pretty much what they are. the pictures of course don't show it but the sides are cut all the way to the waist band at the beginning of the pant. they were very flattering and quite comfy. these are just something easy to throw on and go to work in. i ordered these in a medium and they fit me perfectly. i do wish the top area was slightly wider to accommodate larger busts.,Pants
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,The picture makes the shorts look structured. i assumed they were made of a heavier cotton material. i was disappointed when they turned out to be a light weight polyester.     also  this runs way too big. i am busty and did not fill out the top of the xs.    i wouldn't even buy this at the sale price.,Shorts
-1,"I'm 140 at 5' 8"". pear shape. the pockets really opened up when i put them on and didn't lay flat. loose on leg opening - which i liked. but the pockets sticking out around the hip area made my pear shape even wider. i got a medium",Shorts
-1,Beware. white is not white. white is more cream  off-white  light beige. i was really looking forward to these shorts but was immediately disappointed when i saw the color. they are cute  but not white. i bought them to wear with the nautical look tops for this summer  but unfortunately  creamy colored shorts don't do much for navy/white tops.also  the button is very difficult to open/close.otherwise they are ok.,Shorts
-1,Don't be fooled by the image; unless you have a c/d chest  this romper has masses of draped fabric right around your middle--exactly where you want it least! very unflattering and rather expensive for the poor quality. back it goes!,Shorts
-1,Pilcro stet roll ups are my fave! i have about 5 or 6 pairs and i needed a replacement for my light wash so i went in the store and tried these on. wow has the quality changed. the denim is a lot lighter in material  now  the wash isn't as real  almost like i'm wearing jegging shorts. these were my favorite but now i'll have to look for light wash denim shorts elsewhere because these new ones just wont cut it anymore! why  pilcro?? the sizing is about the same  they run a little large due to the,Shorts
-1,"I was so excited that retailer finally had some bermuda shorts for those of us that are 1) older and don't want to show off that much leg anymore  and 2) are ""curvy on the bottom"" and really cannot wear the shorter shorts. i ordered these immediately in the navy. i usually wear a 31 in pilcro jeans  and like the other reviewer observed as well  i was floating in these - not only in the waist but everywhere. the legs are big - but it's supposed to be a boyfriend cut so i get that  but they just are",Shorts
-1,These are my all time comfiest shorts and i am obsessed with the lavender color. sadly  using free and clear detergent on a cold  delicate cycle made the color turn splotchy  and they are unwearable. this happened once and i exchanged for another pair  but i'll be returning this pair. i'll be sad to see my favorite color go  but there is obviously a defect in the dye used. maybe i'll try another color!,Shorts
-1,These shorts just didn't work for me. i loved the embroidery and the color  but i just don't have the curves for them. try these if you have an hourglass or fuller figure.,Shorts
0,This romper fits well and is flattering. i love the relaxed style. the quality is quite poor  though. one leg ripped the second time i wore it and the fabric  while soft and comfortable  is fraying and pilling like crazy. after only two brief wears  the romper looks cheap and old. i expect much better quality at this pricepoint. really disappointed.,Shorts
0,"I love these shorts  very pretty and well made  but if you have any kind of muscle in your thighs  beware  not as flattering as on the model a9dn probably previous reviewer). shorts hit at hte widest part of my leg  creating a weird tent effect around the area. waist was true to sizw and i can only imagine how beautiful they would be on ""skinny"" legs.",Shorts
0,Wore this romper 1x and after washing  the hem on one of the shorts/legs completely unraveled. if i want to ever wear it again  i will have to bring it to a tailor to get fixed. unacceptable for a $200 product. cute design and good fit but questionable quality.,Shorts
0,I'm pretty disappointed in these. just bought the yellow pair and wore today for the first time. super cute and very comfortable. i was in love with them. they got two small stains on them from the day's activities ( and not even crazy  untreatable stains). unfortunately  the stains did not budge yet the color of the shorts washed out. they are completely ruined after one washing (on cold). i'm hoping this was a fluke and plan to order a second pair before they sell out. these will be going back,Shorts
0,There is a lot of fabric here! the legs fit me fine  but they are long and when you roll them up it creates a bunching of fabric in an awkward area. i've also found that they don't stay rolled up in the back  especially if you sit down. it's a shame since the fabric is soft and comfortable. maybe sizing down would've helped  but i doubt that would've fixed the problem of the cuffs staying rolled up.,Shorts
0,These looked so cute and colorful! very sad to receive them yesterday and having to return them today. cute overall  but run large. depending on cut/style  i range from 2-4 in bottoms. i ordered a 2 in these  and they were just way too big. i would exchange for a zero  but i bought them for a trip this weekend. oh well.... consequence of online shopping!,Shorts
0,I fell in love with this romper and it was my go-to for any given day  but as soon it got wet the blue dye bled everywhere  so i had to return it.,Shorts
0,The fabric is super soft and comfortable and the look is cute  however the drape on the front crossover is not great and doesn't flatter well. the shorts will probably run a little on the short side for some - i'm very short (5') and the length is great for me but i'm guessing not for the average height.,Shorts
0,Cute skort but seems to run big. it's also sort of long for shorts (the model must have much longer legs than me). i may try a size smaller since i love the print but i'm not optimistic.,Shorts
1,Very trendy and very cute. i love how it fits perfectly without being too tiny on the backside. the material is a bit flimsy for the price.,Shorts
1,I am not a one-piece body type. this is the best best best romper i have ever tried on!! i have a large bottom and this is so forgiving due to the 1)perfect length of shorts 2) drapey fabric (not clingy) 3) asymmetrical cut of the top. highly recommend!,Shorts
1,"I went out on a limb ordering this romper. it's not really in my ""wheelhouse"" the whole romper thing. but it was a home run! i was afraid it might look too young and that i couldn't ""pull it off "" but the long sleeves and overall style was perfect. and my twenty something nieces were obsessed with it as well. as far as fit  i'm 5'7"" 134lbs and ordered a size 4. i have a long torso and was concerned because some people said it ran short there  but i didn't have any trouble with that. i just took",Shorts
1,"I love skorts! so when i saw this online i ordered my usual size 6. arrived today & really cute. fit is good w/ some room to spare. almost too big but i'll stick w/ the 6. looks as in the pic except the lower front part & the back has a metallic sparkly fiber in the fabric. not shown in the pic though. it's understated but attractive. the fabric patches give this skort a special uniqueness. casual or a little dressy  just love... 5'3""  117#.",Shorts
1,These shorts are wonderful! very stylish and easy to pair with my tops. they do run a bit large. i am normally a size 8 or 29. i ordered these in a medium and i definitely could have gone with small. they are machine washable though and i'm not sure if they will shrink at all so i'm keeping them. i would definitely recommend them.,Shorts
1,The material is so soft  and lightweight without being sheer. i am 5'1 #145 and ordered a size 28 in blue. they have a relaxed fit  and a polished-casual look.,Shorts
1,Sleeves were a bit too long and the size was too big but it's really cute and if they had a smaller size i would definitely have exchanged!,Shorts
1,"I am 5'0"" tall and i have decent legs. these shorts are pretty short! i am sending them back for a small to see if they'll give a little more coverage. i should mention that they are absolutely darling and i bought the top that is shown with them. it's going to be a great little summer outfit. the quality of this brand is always very good.",Shorts
1,"I truly feel guilty wearing these outdoors. it is incredibly comfortable  so much so that i asked the sales girl if these were pjs or actually worn out. i'm usually between a s and m. both fit fine  but i went with the m to have a bit more room and allow the top to be a bit more ""flannel"" flowy. the top has enough length that i can actually let it droop over the waist bet a bit. the length is definitely upper thigh on me (5'8"" @ 145)  but rest assured  nothing is hanging out. it's actually the p",Shorts
-1,This skirt looks/lays exactly like the photo. i bought a size small and i usually wear a size 4. it was maybe a smidge big  but nothing that affected the look of the skirt. the material reminded me of felt/wool mixed together  almost like sunday school felt cut outs (but stiffer) (not a fan).. i was underwhelmed - it looked plain and simple  and the color washed me out. definitely not worth the price (for me anyways). good luck!,Skirts
-1,I loved this skirt. so flattering and such a beautiful fabric. unfortunately after only 2 wears  the waistband stretched out so much that it was falling off me (literally). i bought the right size and it was not too tight. the waist band material simply lost its stretch very quickly. very disappointing.,Skirts
-1,I wish i had read the reviews prior to purchasing. this skirt looks amazing in photos and lace appears black. the lace on mine is actually purple - at first i thought it was just purple due to lighting with red underneath - but nope - pull the netting away and it is purple. lace netting hikes up on the right due to poor craftsmanship. i ordered a medium and felt it was a bit large. will return.,Skirts
-1,"I absolutely loved the patterns and colors of this skirt  if only the cut wasn't so odd. the sides of the skirt ""wing out"" for a very distracting and unflattering look. the stiff  felt-like quality of the material only makes matters worse. in that respect  the model photos are not at all accurate. it also runs large. i had to go down one full size.",Skirts
-1,I agree with the other reviews - runs small. would have been perfect if it actually was comfortable. waistband doesn't stretch all the way around. bummer.,Skirts
-1,I ordered this skirt in a size small and when i received it  not only was it too long  but there was also a hole in it. so i returned it. when a small petite became available  i ordered it thinking it would fit better. i just received it and there is a hole in this skirt as well. both skirts also looked as if they had been worn; there was fuzz and lint all over the skirts. i like the skirt but i either have extremely bad luck or it's really bad quality.,Skirts
-1,Cute skirt but i agree with the other reviewer. you can't get it on! i tried my skinny daughter tried no go!,Skirts
-1,#childsize. not sure where this went wrong but it's going back immediately. always wear a 0-2 in retailerpologist skirts  this size 0 runs at least two sizes too small. the material is beautiful  but if i got the size i needed i would be entirely swallowed by fabric. so disappointing.,Skirts
-1,"The material is horrible  it's heavy and cheap. the skirt does not ""flow"" as it appears in the photo. instead the bottom part of the skirt just stands out like ruffles. am returning.",Skirts
0,I stumbled upon this item at my local retailer  and immediately had to true it on. the colors are so lovely in person. after trying it on  i was disappointed :( the material has a foamy/air feel to it  and the skirt seems to run small. needless to say  i didn't purchase this item.,Skirts
0,"I ordered this skirt because the 4 i tried on in store was huge and the 2 was way too small. the sizing was an issue so i thought i would try another 4. the skirt that arrived by mail was so wrinkled it was obvious that a day of wear would turn it into a nightmare of unflattering creases and stretched out areas. i like the concept of the design with the button front and a-line ""princess"" seams in the front and back  but i just feel the fabric in this skirt has too much stretch. i returned it.",Skirts
0,"I tried on the grey version in store  and it was significantly longer than pictured. the back came down to just below my knee  which looked awkward with the split sides. i am 5'4"" and this was a regular (not petite) size. however  the overall quality of the fabric was good and it seemed durable.",Skirts
0,I loved this but couldn't believe how small it was.,Skirts
0,"I didn't realize when i ordered  that the hem is unfinished below the seam.. i'm not a fan of this look  especially in a more expensive skirt. the fabric is nice and flowy.. but i do feel there is maybe too much of it(which may be a plus if you wanted a fuller skirt) and that the waist runs slightly small. i am normally a 10-12 and ordered the large and it fit at my natural waist  rather than hanging lower and looser like other styles in this shape. i am 5'7"" and i do like fuller skirts  but was",Skirts
0,Size up i was surprised that the fit was small i always seem to wear a 6 in retailer pencil skirts this was tight!,Skirts
0,"I recommen only becuase i like it on other people  but not on me. the pull on style didn't work  i need xs petite to fit lenght and waist  but the waist wasn't elastic enough to ""pull up"" (i have let's say a booty#. i kept hearing hte stiching give... it also looked a little too poooofffy on my frmae  i am 5'1.5"" and it stuck more out than on the model. nice idea  btu not for me. #i am 115 lbs#",Skirts
0,"Great item. ordered for my wife for christmas. received it and the medium petite waist size measured at approximately 26"" (so it is at least 2"" off the standard--and a thick material needs a bit more room to fit well). disappointed! replaced with next size up...we'll see!",Skirts
0,"I love this skirt  in theory. the style is fun and original and the quality was excellent. however  being suede  the skirt was very bulky. also  at 5'8"" and liking skirts to be long enough for work  i typically don't have problems with long length. however  i thought this skirt fit too long on me such that it distracted from the style. i really wanted to love this skirt - hopefully they'll make some updates in future styles.",Skirts
1,The picture is not a good depiction of what the skirt actually looks like. the colors are more varied and green is the dominant color. it looks great on and the colors compliment each other. i would definitely recommend it as a daily go to item for your wardrobe.,Skirts
1,This skirt is absolutely beautiful and is a gorgeous vintage red which is more pigmented than i'm used to in my closet  but that's not necessarily a good thing or a bad thing. it runs a little large in the waist. also  the skirt comes up higher on the torso than pictured. mine comes up to slightly above my waistline and ends at about mid thigh. however  i love this skirt and its timeless design assures me it will stay in my wardrobe for years to come.,Skirts
1,I have been wanting this skirt for a long time. i was worried about waist which is fitted. i finally ordered it and it i very cute. the waist is indeed fitted but there is some give to the fabric  fabric is soft cotton not unlike denim with some stretch. there i a soft cotton liner in skirt. i took the cloth belt off because i cannot retie it so neatly as in the photo  also i just don't want a bow on my stomach. i own a cute narrow belt that i will wear with skirt as i think something is needed,Skirts
1,I purchased this skirt at retailer store in texas. i fell in love since i saw it. the fabric is nice and the colors are pretty and cheerful for this spring/summer !! and it has pockets on the sides! don't we love pockets? very practical and lightweight,Skirts
1,"When i saw this skirt on line  i wasn't impressed--especially at the price. but then i saw it in the store and i had to have it! it's beautiful. definitely a colder weather skirt due to the nice weight of the fabric. the colors are lovely and subtle  with a little sheen  ensuring you can wear it with many tops and for many occasions  from everyday to dressier. length is just at the bottom of the knee for me (5'7"")  with a flattering and comfortable cut.",Skirts
1,Ii'm not usually big on lace but this is so unique and versatile that i went for it. looks good dressed up w/a nice top or casual w/a tee. can be worn practically all year. love it!,Skirts
1,I just revieved this skirt and like it a lot. they did not have my size in petite so i ordered the regular length . it is very long. i am 5'4 1/2 and tried it with 4 inch heels and still had about 2 inches dragging on the floor and will need to be hemmed. in this picture  the stitching around the flowers appear white but it is actuallly a shiny  delicate gold thread in person. hopefulluy it will not fray with wear. i initially got a white top to go with it and it works  but i think a red or navy,Skirts
1,Saw this skirt in the store  but the size was wrong. i am normally a 0 or 2 at retailer  but i was afraid that the 2 would be just too much material  so i ordered the 0  and boy  am i glad. elegant  can go from day to night with the right shoes and accessories. anticipating many compliments.,Skirts
1,The print of this skirt is so fun. i love how it's styled on the model  and i could see it being very versatile. i decided not to keep it because  mainly  it is pricey and i'm afraid it'll get easily damaged. if i would wear it  i think i'd be worried about sitting on a dirty chair or spilling something on my lap and it being really visible-- and then having to upkeep it through dry cleaning. the fabric's nice and good quality. but honestly  if the skirt were cheaper and the fabric were cotton a,Skirts
-1,Much lower quality than other robes i have purchased,Sleep
-1,Recently received this and was very disappointed with the quality. the fabric was very thin  easily stretched out of shape. price is ridiculous for this item!,Sleep
-1,Just recently purchased and think it's ok for the price. would never pay full on this one & that's from an retailer shopper who's purchased plenty at full price. design is cute but definitely looks like a sleep shirt esp in the lighter color  so-so on construction - the bottom seams pucker slightly  the pockets bunch up weirdly (steaming/laundering don't help) & the shoulders also hunch up oddly. could be because of the thicker fabric sewn to the knit but laundering didn't help that issue either.,Sleep
-1,I ordered a size large  however as a large  my chest is large as well. this nighty barley covered me (in the chest region). the rest of the body fit well.,Sleep
